thresh
1500
3.136736 0.690476 1054
1.620367 0.500000 945
1.595944 0.500000 14
1.389277 0.833333 657
0.894955 0.033333 383
-1.070435 0.050000 734
0.834047 0.214286 580
-0.965081 0.033333 370
1.069818 0.833333 659
0.783986 0.033333 1172
-0.821279 0.050000 1158
0.802070 0.071429 579
0.733345 0.050000 348
-0.838324 0.033333 370
0.707783 0.700000 756
0.651147 0.250000 1010
-0.930518 0.566667 1167
0.673956 0.500000 1204
0.632404 0.100000 1026
-0.660869 0.250000 508
0.591971 0.166667 760
-0.609811 0.100000 295
0.591083 0.833333 658
-0.562526 0.050000 750
0.647385 0.166667 1172
0.694941 0.500000 944
0.573143 0.222527 374
-0.622815 7.500000 1220
0.548396 0.781746 1046
-0.564283 0.033333 370
0.553382 0.900000 694
-0.599069 0.766667 765
0.616032 0.392308 1054
0.676558 0.269697 375
0.574943 0.750000 1101
0.600913 0.150000 1162
-0.536808 0.050000 1163
-0.615810 0.071429 1115
0.465093 0.233333 1177
0.541833 0.500000 945
-0.582320 0.416667 1022
-0.433683 0.050000 1158
0.480779 0.166667 1172
-0.566740 0.250000 1100
0.535362 0.100000 323
0.534444 0.233333 756
0.468469 0.100000 311
0.629884 0.500000 945
0.468675 0.105556 1037
0.539302 0.071429 579
-0.554803 0.069048 366
0.420798 0.500000 14
-0.583152 0.276190 370
0.567202 0.833333 658
0.448417 0.071429 582
0.505809 0.269697 375
-0.511783 0.033333 370
0.561957 0.700000 756
-0.425395 0.550000 720
-0.529892 0.500000 1215
0.512840 0.366667 311
0.589931 0.500000 944
0.441646 0.464286 999
-0.585052 0.250000 1100
0.489207 0.950000 721
-0.442729 0.050000 755
0.545489 0.050000 738
0.415004 0.071429 581
-0.495656 0.033333 368
0.446508 0.033333 1172
0.433077 0.150000 1162
0.394588 0.250000 546
-0.478672 0.233333 762
0.414756 0.785714 1112
-0.407226 0.300000 688
0.528380 0.033333 383
0.507067 0.392308 1054
0.418318 0.750000 720
0.410939 0.500000 945
0.507021 0.105556 1037
-0.540386 0.500000 1214
0.498654 0.500000 464
-0.530276 0.174242 1218
0.474699 0.928571 184
0.503459 0.833333 656
-0.575527 0.900000 764
0.456502 0.950000 730
-0.612786 0.033333 370
0.406512 0.414286 1001
-0.470940 0.500000 436
-0.428163 0.250000 216
0.522357 0.100000 311
0.485353 0.233333 756
0.461774 0.366667 1028
0.486232 0.833333 656
-0.483014 0.100000 765
-0.436506 0.050000 1158
0.484748 0.850000 730
0.520273 0.500000 945
0.500743 0.166667 760
0.456220 0.500000 76
-0.513753 0.300000 688
0.435124 0.071429 579
-0.477610 0.166667 252
0.495035 0.100000 1150
0.459771 0.833333 656
-0.439895 0.766667 764
0.389098 0.950000 729
0.469757 0.500000 945
0.500821 0.464286 999
-0.468775 0.250000 1098
0.509391 0.033333 383
0.417891 0.100000 1173
0.426440 0.129167 362
-0.553641 0.050000 755
0.448723 0.166667 1172
0.546992 0.250000 1010
