thresh
1500
3.670468 0.500000 942
2.224513 0.500000 1136
-1.454616 0.166667 654
1.677177 0.500000 938
-1.358830 2.500000 1220
1.113691 0.900000 1046
1.008853 0.214286 1116
-0.934054 0.033333 374
0.854822 0.071429 198
0.996644 0.500000 945
-0.956703 0.050000 329
-1.045087 11.500000 1220
-0.839852 0.500000 439
1.094135 0.500000 938
-0.867227 0.166667 654
0.840093 0.500000 1208
0.860920 0.500000 412
0.827249 0.500000 944
-0.730656 0.033333 788
-0.696178 0.033333 374
0.783590 0.214286 184
0.680271 0.250000 1004
0.648049 0.033333 773
0.636270 0.928571 991
-0.726372 0.033333 759
0.624960 0.500000 1208
0.648136 0.357143 577
-0.729363 0.500000 936
0.696967 0.500000 412
0.798561 0.250000 114
0.630138 0.500000 649
-0.662373 0.050000 735
-0.564140 0.033333 363
0.630113 0.500000 938
0.641308 0.166667 663
-0.629888 0.166667 651
0.554419 0.100000 710
-0.783695 0.166667 360
0.666552 0.500000 649
-0.541009 0.650000 330
-0.579092 0.033333 374
0.731639 0.500000 412
0.747759 0.500000 944
-0.628879 0.500000 1134
0.653541 0.500000 186
0.630213 0.300000 713
0.743848 0.500000 1208
0.592140 0.100000 1033
-0.613210 0.033333 783
0.620826 0.500000 412
-0.760603 0.500000 1207
-0.514273 0.033333 771
0.645422 0.150000 1164
0.555489 0.108333 1171
-0.550256 0.033333 370
-0.719956 0.500000 1145
0.687564 0.500000 938
0.668641 0.108333 756
-0.699290 0.100000 690
0.685536 0.350000 330
0.616286 0.500000 405
-0.565549 0.500000 936
0.652088 0.150000 356
0.633703 0.500000 1208
0.606949 0.050000 342
-0.627225 0.214286 605
0.575848 0.100000 710
-0.703847 0.500000 936
-0.606314 0.071429 185
0.546677 0.750000 520
0.704163 0.500000 938
-0.646544 10.500000 1220
-0.693026 0.100000 690
0.648664 0.500000 944
-0.655923 0.500000 439
0.531535 0.928571 991
0.607316 0.166667 674
-0.698055 0.500000 654
0.497415 0.214286 579
0.605311 0.033333 392
0.587016 0.500000 649
-0.568854 0.033333 374
0.704518 0.166667 1171
0.643018 0.150000 1164
-0.576244 0.250000 541
0.561511 0.500000 945
-0.618641 0.750000 114
0.615696 0.750000 520
0.803890 0.766667 1046
-0.632620 0.500000 1134
0.582995 0.500000 942
0.591541 0.150000 356
0.691020 0.500000 1208
-0.587977 0.033333 759
0.635808 0.250000 114
-0.620077 0.033333 363
0.594984 0.500000 938
0.572555 0.500000 469
-0.532648 0.050000 735
0.508688 0.100000 1033
-0.475542 0.100000 360
0.633714 0.500000 412
-0.647317 0.033333 370
0.588955 0.050000 746
0.651756 0.150000 721
-0.558009 0.071429 576
-0.524476 0.250000 176
0.554838 0.750000 520
0.651408 0.500000 942
-0.573006 0.500000 655
-0.586068 0.166667 785
-0.515227 0.500000 474
0.639612 0.500000 938
0.704499 0.100000 375
0.607149 0.108333 1175
-0.517618 0.050000 726
0.724896 0.928571 991
-0.528190 0.033333 1170
0.568170 0.100000 363
0.482595 0.500000 942
-0.617727 0.033333 759
0.587627 0.500000 1208
0.539703 0.966667 369
-0.603353 0.033333 370
0.588485 0.214286 1116
0.539573 0.766667 1046
-0.569648 0.500000 1145
0.627074 0.500000 942
-0.565018 0.100000 690
0.688023 0.500000 938
-0.667649 0.650000 330
0.578438 0.100000 392
-0.565895 0.166667 360
0.599821 0.214286 184
0.522139 0.500000 942
-0.638110 0.033333 788
0.534204 0.500000 1208
0.591855 0.500000 412
0.630716 0.366667 366
0.600868 0.500000 649
0.483260 0.071429 599
-0.753228 0.033333 370
0.617834 0.100000 710
-0.556518 0.500000 4
0.552571 0.500000 410
-0.538792 0.500000 1207
-0.545585 0.500000 1134
0.631384 0.500000 938
-0.558136 0.033333 363
0.518332 0.108333 756
-0.562931 0.250000 541
0.487878 0.033333 791
0.593299 0.766667 1046
0.544336 0.500000 412
0.615026 0.500000 1208
-0.523897 0.500000 936
0.687369 0.166667 1170
-0.569533 0.033333 783
0.527938 0.150000 1164
-0.512229 0.033333 771
0.607887 0.100000 1033
0.513869 0.500000 186
-0.678989 0.166667 654
0.523251 0.071429 198
0.588212 0.500000 938
0.573425 0.750000 520
0.693463 0.500000 944
-0.606101 0.650000 330
-0.528032 0.214286 605
0.644353 0.366667 756
-0.614857 0.166667 360
-0.627218 0.500000 1134
0.640645 0.500000 942
0.584684 0.100000 1149
-0.559579 0.550000 726
0.509930 0.928571 991
0.612059 0.100000 710
-0.663206 0.033333 370
0.630309 0.500000 410
-0.477311 0.071429 1001
0.547790 0.500000 412
0.623107 0.150000 721
-0.602944 0.250000 541
-0.468222 0.033333 788
0.558726 0.500000 942
0.621457 0.214286 184
0.565783 0.033333 392
0.562107 0.500000 649
-0.516326 0.033333 374
0.650047 0.100000 710
-0.519119 0.116667 1172
-0.525861 6.500000 1220
0.576674 0.214286 1116
0.639091 0.500000 938
-0.608665 0.500000 474
0.503014 0.928571 991
-0.685869 0.050000 726
0.681948 0.500000 942
-0.595019 0.500000 439
0.611896 0.500000 1208
0.482866 0.750000 520
0.639973 0.250000 114
0.545234 0.100000 1033
-0.540414 0.033333 363
0.621977 0.500000 938
-0.550392 0.100000 690
0.630671 0.108333 1175
-0.588158 0.071429 185
0.508220 0.214286 579
-0.595167 10.500000 1220
0.494062 0.214286 1116
-0.624889 0.033333 370
0.530366 0.750000 520
0.690217 0.500000 938
-0.545920 3.500000 1220
0.481409 0.500000 944
-0.637417 0.033333 785
0.573666 0.928571 991
0.615370 0.166667 674
-0.636410 0.033333 370
0.559910 0.500000 405
-0.521517 0.214286 605
0.462308 0.500000 649
-0.571696 0.100000 1177
0.486770 0.500000 942
-0.644091 0.750000 1090
0.583887 0.500000 938
-0.575286 0.166667 651
0.635026 0.500000 412
0.661837 0.500000 944
-0.593331 0.033333 760
0.627597 0.500000 1208
0.601445 0.071429 198
0.539184 0.500000 938
0.561147 0.500000 649
-0.589347 0.750000 114
0.562825 0.214286 198
0.765598 0.166667 258
0.539140 0.150000 356
-0.641369 0.500000 936
0.607985 0.108333 1171
-0.550478 10.500000 1220
0.554474 0.500000 101
-0.591177 0.071429 1117
-0.453550 0.500000 1079
0.659805 0.500000 944
-0.529662 0.500000 439
0.565986 0.883333 763
-0.439148 0.500000 655
0.542613 0.366667 366
0.619886 0.100000 710
-0.673698 0.500000 654
0.476021 0.033333 791
-0.597539 0.166667 360
0.526703 0.500000 410
-0.492770 0.033333 370
0.535327 0.166667 1175
-0.412974 0.214286 605
0.556130 0.100000 710
-0.583036 0.250000 1111
0.477668 0.108333 756
-0.625101 0.633333 1156
0.668321 0.500000 942
0.515094 0.500000 366
0.704705 0.750000 520
0.659142 0.500000 1208
-0.450040 0.033333 783
0.525582 0.966667 369
0.643428 0.500000 938
0.521350 0.050000 342
0.561805 0.150000 721
-0.577205 0.650000 330
-0.540493 0.071429 576
0.552282 0.500000 942
-0.583239 0.033333 785
0.535500 0.928571 991
0.554495 0.166667 363
-0.528348 0.166667 651
0.459788 0.500000 649
-0.509762 0.033333 374
0.630321 0.050000 746
-0.582273 0.500000 936
0.598460 0.150000 356
-0.620491 0.550000 726
0.532105 0.500000 186
-0.487630 0.050000 726
0.669528 0.500000 944
-0.587276 0.033333 771
0.531375 0.500000 410
-0.548494 0.033333 370
0.551827 0.100000 1149
-0.604275 10.500000 1220
0.547161 0.214286 198
0.746559 0.500000 938
0.549539 0.108333 756
0.594804 0.750000 520
-0.641093 0.500000 936
-0.537636 0.050000 329
0.542940 0.500000 1208
0.567993 0.350000 1164
0.698950 0.366667 366
0.604389 0.750000 520
0.617012 0.108333 1175
